+   1 | INSERTED | VALID LINE |    0R    1W
+ 6100 | INSERTED | VALID LINE |   96R   90W
+ 6101 | INSERTED | MISSING: LAST_NAME |   77R   71W
+ 6102 | INSERTED | MISSING: FIRST_NAME |   31R   25W
+ 6103 | INSERTED | VALID LINE |   93R   86W
+ 6104 | INSERTED | VALID LINE |   86R   80W
+ 6105 | INSERTED | VALID LINE |   34R   28W
+ 6106 | INSERTED | VALID LINE |   80R   78W
+ 6107 | INSERTED | VALID LINE |   90R   83W
+ 6108 | INSERTED | VALID LINE |    9R    4W
+ 6109 | INSERTED | VALID LINE |   25R   18W
+ 6110 | INSERTED | VALID LINE |   80R   75W
+ 6111 | INSERTED | MISSING: BIRTH_DATE BIRTH_CITY |   93R   86W
+ 6112 | INSERTED | VALID LINE |   31R   24W
+ 6113 | INSERTED | VALID LINE |   16R   13W
+ 6114 | INSERTED | VALID LINE |   28R   21W
+ 6115 | INSERTED | VALID LINE |   48R   43W
+ 6116 | INSERTED | VALID LINE |   74R   69W
+ 6117 | INSERTED | VALID LINE |   76R   72W
+ 6118 | INSERTED | VALID LINE |   80R   78W
+ 6119 | INSERTED | VALID LINE |   44R   38W
+ 6120 | INSERTED | VALID LINE |   22R   17W
+ 6121 | INSERTED | MISSING: FIRST_NAME |   34R   29W
+ 6122 | INSERTED | VALID LINE |   37R   33W
+ 6123 | INSERTED | VALID LINE |   34R   27W
+ 6124 | INSERTED | VALID LINE |   93R   86W
+ 6125 | INSERTED | VALID LINE |   77R   70W
+ 6126 | INSERTED | VALID LINE |   96R   89W
+ 6127 | INSERTED | MISSING: BIRTH_CITY |   93R   87W
+ 6128 | INSERTED | VALID LINE |   83R   76W
+ 6129 | INSERTED | VALID LINE |  109R  102W
+ 6130 | INSERTED | VALID LINE |   77R   70W
+ 6131 | INSERTED | VALID LINE |   25R   18W
+ 6132 | INSERTED | VALID LINE |   77R   70W
+ 6133 | INSERTED | VALID LINE |   21R   15W
+ 6134 | INSERTED | VALID LINE |   80R   74W
+ 6135 | INSERTED | MISSING: BIRTH_DATE |   53R   52W
+ 6136 | INSERTED | VALID LINE |   80R   74W
+ 6137 | INSERTED | VALID LINE |   57R   51W
+ 6138 | INSERTED | VALID LINE |   47R   41W
+ 6139 | INSERTED | VALID LINE |   15R    8W
+ 6140 | INSERTED | VALID LINE |   94R   91W
+ 6141 | INSERTED | MISSING: BIRTH_CITY |   76R   72W
+ 6142 | INSERTED | MISSING: BIRTH_CITY |   28R   22W
+ 6143 | INSERTED | VALID LINE |   15R    8W
+ 6144 | INSERTED | VALID LINE |   21R   14W
+ 6145 | INSERTED | VALID LINE |   15R    9W
+ 6146 | INSERTED | VALID LINE |  100R   95W
+ 6147 | INSERTED | VALID LINE |   57R   51W
+ 6148 | INSERTED | VALID LINE |   96R   90W
+ 6149 | INSERTED | MISSING: FIRST_NAME |   86R   80W
+ 6150 | INSERTED | MISSING: LAST_NAME |   28R   23W
+ 6151 | INSERTED | VALID LINE |  106R  101W
+ 6152 | INSERTED | VALID LINE |   47R   41W
+ 6153 | INSERTED | MISSING: FIRST_NAME |   15R    9W
+ 6154 | INSERTED | VALID LINE |   83R   76W
+ 6155 | INSERTED | MISSING: BIRTH_DATE |   25R   18W
+ 6156 | INSERTED | VALID LINE |   73R   66W
+ 6157 | INSERTED | VALID LINE |   50R   46W
+ 6158 | INSERTED | VALID LINE |   47R   40W
+ 6159 | INSERTED | VALID LINE |  106R   99W
+ 6160 | INSERTED | VALID LINE |   34R   28W
+ 6161 | INSERTED | VALID LINE |   35R   30W
+ 6162 | INSERTED | VALID LINE |   57R   51W
+ 6163 | INSERTED | VALID LINE |  103R   97W
+ 6164 | INSERTED | VALID LINE |  102R   98W
+ 6165 | INSERTED | VALID LINE |   36R   29W
+ 6166 | INSERTED | VALID LINE |   11R    7W
+ 6167 | INSERTED | VALID LINE |   24R   20W
+ 6168 | INSERTED | VALID LINE |   21R   15W
+ 6169 | INSERTED | VALID LINE |   11R    7W
+ 6170 | INSERTED | MISSING: FIRST_NAME |   21R   15W
+ 6171 | INSERTED | VALID LINE |   15R    8W
+ 6172 | INSERTED | VALID LINE |   15R   10W
+ 6173 | INSERTED | VALID LINE |   12R    6W
+ 6174 | INSERTED | VALID LINE |   54R   47W
+ 6175 | INSERTED | MISSING: BIRTH_DATE |   62R   55W
+ 6176 | INSERTED | MISSING: BIRTH_CITY |   93R   88W
+ 6177 | INSERTED | VALID LINE |   10R    3W
+ 6178 | INSERTED | VALID LINE |   90R   83W
+ 6179 | INSERTED | VALID LINE |   34R   27W
+ 6180 | INSERTED | VALID LINE |   86R   80W
+ 6181 | INSERTED | MISSING: BIRTH_DATE |   67R   63W
+ 6182 | INSERTED | VALID LINE |   52R   46W
+ 6183 | INSERTED | VALID LINE |   69R   66W
+ 6184 | INSERTED | MISSING: LAST_NAME |   75R   70W
+ 6185 | INSERTED | VALID LINE |   91R   84W
+ 6186 | INSERTED | VALID LINE |   55R   48W
+ 6187 | INSERTED | VALID LINE |   97R   90W
+ 6188 | INSERTED | MISSING: BIRTH_CITY |   81R   76W
+ 6189 | INSERTED | VALID LINE |   48R   41W
+ 6190 | INSERTED | VALID LINE |   52R   45W
+ 6191 | INSERTED | VALID LINE |  104R   98W
+ 6192 | INSERTED | VALID LINE |   16R   11W
+ 6193 | INSERTED | MISSING: FIRST_NAME |   29R   23W
+ 6194 | INSERTED | VALID LINE |   35R   28W
+ 6195 | INSERTED | VALID LINE |   58R   52W
+ 6196 | INSERTED | VALID LINE |  107R  102W
+ 6197 | INSERTED | VALID LINE |   88R   83W
+ 6198 | INSERTED | VALID LINE |   23R   18W
+ 6199 | INSERTED | VALID LINE |   52R   45W
+ 6200 | INSERTED | VALID LINE |   49R   44W
+ 6201 | INSERTED | VALID LINE |   68R   61W
+ 6202 | INSERTED | MISSING: FIRST_NAME |   52R   45W
+ 6203 | INSERTED | VALID LINE |   97R   90W
+ 6204 | INSERTED | VALID LINE |   81R   75W
+ 6205 | INSERTED | VALID LINE |   71R   64W
+ 6206 | INSERTED | VALID LINE |   35R   29W
+ 6207 | INSERTED | VALID LINE |   15R    9W
+ 6208 | INSERTED | VALID LINE |   58R   52W
+ 6209 | INSERTED | VALID LINE |   55R   49W
+ 6210 | INSERTED | MISSING: LAST_NAME |   94R   89W
+ 6211 | INSERTED | VALID LINE |   69R   66W
+ 6212 | INSERTED | VALID LINE |   42R   37W
+ 6213 | INSERTED | MISSING: FIRST_NAME |   84R   78W
+ 6214 | INSERTED | VALID LINE |   55R   48W
+ 6215 | INSERTED | VALID LINE |   45R   38W
+ 6216 | INSERTED | VALID LINE |   32R   25W
+ 6217 | INSERTED | MISSING: LAST_NAME |   10R    3W
+ 6218 | INSERTED | VALID LINE |  110R  104W
+ 6219 | INSERTED | VALID LINE |   94R   87W
+ 6220 | INSERTED | VALID LINE |   29R   22W
+ 6221 | INSERTED | VALID LINE |   48R   41W
+ 6222 | INSERTED | VALID LINE |   94R   87W
+ 6223 | INSERTED | VALID LINE |  110R  103W
+ 6224 | INSERTED | VALID LINE |   26R   20W
+ 6225 | INSERTED | VALID LINE |   42R   35W
+ 6226 | INSERTED | VALID LINE |   48R   41W
+ 6227 | INSERTED | VALID LINE |  107R  100W
+ 6228 | INSERTED | VALID LINE |  103R   99W
+ 6229 | INSERTED | VALID LINE |  107R  102W
+ 6230 | INSERTED | VALID LINE |    8R    2W
+ 6231 | INSERTED | VALID LINE |   78R   72W
+ 6232 | INSERTED | VALID LINE |   19R   13W
+ 6233 | INSERTED | VALID LINE |   22R   15W
+ 6234 | INSERTED | VALID LINE |  107R  100W
+ 6235 | INSERTED | VALID LINE |   81R   75W
+ 6236 | INSERTED | VALID LINE |   55R   49W
+ 6237 | INSERTED | VALID LINE |   94R   87W
+ 6238 | INSERTED | VALID LINE |   97R   91W
+ 6239 | INSERTED | VALID LINE |   95R   92W
+ 6240 | INSERTED | MISSING: FIRST_NAME |   76R   69W
+ 6241 | INSERTED | VALID LINE |   68R   62W
+ 6242 | INSERTED | VALID LINE |   64R   60W
+ 6243 | INSERTED | MISSING: FIRST_NAME BIRTH_CITY |  108R  101W
+ 6244 | INSERTED | VALID LINE |   68R   61W
+ 6245 | INSERTED | VALID LINE |  103R   96W
+ 6246 | INSERTED | VALID LINE |   96R   93W
+ 6247 | INSERTED | MISSING: FIRST_NAME |   68R   62W
+ 6248 | INSERTED | MISSING: FIRST_NAME |  102R   97W
+ 6249 | INSERTED | VALID LINE |  101R   95W
+ 6250 | INSERTED | MISSING: BIRTH_CITY |   92R   86W
+ 6251 | INSERTED | VALID LINE |   95R   88W
+ 6252 | INSERTED | VALID LINE |   54R   53W
+ 6253 | INSERTED | VALID LINE |   96R   93W
+ 6254 | INSERTED | VALID LINE |   42R   35W
+ 6255 | INSERTED | VALID LINE |   32R   25W
+ 6256 | INSERTED | VALID LINE |   62R   57W
+ 6257 | INSERTED | VALID LINE |   55R   50W
+ 6258 | INSERTED | VALID LINE |   88R   82W
+ 6259 | INSERTED | VALID LINE |   42R   35W
+ 6260 | INSERTED | VALID LINE |   11R    7W
+ 6261 | INSERTED | VALID LINE |   62R   57W
+ 6262 | INSERTED | VALID LINE |   63R   56W
+ 6263 | INSERTED | VALID LINE |   90R   83W
+ 6264 | INSERTED | VALID LINE |   39R   33W
+ 6265 | INSERTED | VALID LINE |   96R   93W
+ 6266 | INSERTED | VALID LINE |   24R   17W
+ 6267 | INSERTED | VALID LINE |   88R   81W
+ 6268 | INSERTED | VALID LINE |   52R   46W
+ 6269 | INSERTED | VALID LINE |  103R   96W
+ 6270 | INSERTED | VALID LINE |   98R   91W
+ 6271 | INSERTED | MISSING: BIRTH_DATE |   62R   57W
+ 6272 | INSERTED | VALID LINE |   26R   20W
+ 6273 | INSERTED | VALID LINE |   63R   56W
+ 6274 | INSERTED | VALID LINE |   42R   36W
+ 6275 | INSERTED | VALID LINE |   85R   79W
+ 6276 | INSERTED | VALID LINE |   26R   19W
+ 6277 | INSERTED | VALID LINE |  105R   99W
+ 6278 | INSERTED | VALID LINE |   82R   80W
+ 6279 | INSERTED | VALID LINE |   65R   58W
+ 6280 | INSERTED | MISSING: FIRST_NAME |   32R   25W
+ 6281 | INSERTED | VALID LINE |   43R   40W
+ 6282 | INSERTED | VALID LINE |   82R   77W
+ 6283 | INSERTED | VALID LINE |  108R  101W
+ 6284 | INSERTED | VALID LINE |   82R   76W
+ 6285 | INSERTED | MISSING: BIRTH_CITY |   95R   88W
+ 6286 | INSERTED | VALID LINE |   61R   54W
+ 6287 | INSERTED | VALID LINE |   95R   88W
+ 6288 | INSERTED | VALID LINE |  105R   98W
+ 6289 | INSERTED | MISSING: BIRTH_DATE |  104R  100W
+ 6290 | INSERTED | VALID LINE |   52R   45W
+ 6291 | INSERTED | VALID LINE |   70R   63W
+ 6292 | INSERTED | VALID LINE |   98R   92W
+ 6293 | INSERTED | VALID LINE |   54R   53W
+ 6294 | INSERTED | VALID LINE |   48R   42W
+ 6295 | INSERTED | VALID LINE |   98R   91W
+ 6296 | INSERTED | VALID LINE |  108R  101W
+ 6297 | INSERTED | VALID LINE |   79R   73W
+ 6298 | INSERTED | VALID LINE |   50R   43W
+ 6299 | INSERTED | MISSING: BIRTH_CITY |   88R   82W
+ 6300 | INSERTED | VALID LINE |   70R   67W
+ 6301 | INSERTED | VALID LINE |  108R  104W
+ 6302 | INSERTED | VALID LINE |   56R   51W
+ 6303 | INSERTED | VALID LINE |   23R   18W
+ 6304 | INSERTED | VALID LINE |   36R   31W
+ 6305 | INSERTED | VALID LINE |   49R   43W
+ 6306 | INSERTED | VALID LINE |   49R   42W
+ 6307 | INSERTED | VALID LINE |   11R    7W
+ 6308 | INSERTED | MISSING: FIRST_NAME LAST_NAME |   69R   62W
+ 6309 | INSERTED | VALID LINE |   65R   57W
+ 6310 | INSERTED | VALID LINE |   36R   31W
+ 6311 | INSERTED | MISSING: FIRST_NAME |   66R   60W
+ 6312 | INSERTED | VALID LINE |   97R   94W
+ 6313 | INSERTED | VALID LINE |   43R   38W
+ 6314 | INSERTED | VALID LINE |   11R    7W
+ 6315 | INSERTED | MISSING: LAST_NAME |   19R   13W
+ 6316 | INSERTED | VALID LINE |   12R    5W
+ 6317 | INSERTED | VALID LINE |   16R   11W
+ 6318 | INSERTED | VALID LINE |   46R   40W
+ 6319 | INSERTED | VALID LINE |   93R   86W
+ 6320 | INSERTED | MISSING: BIRTH_CITY |   50R   45W
+ 6321 | INSERTED | MISSING: FIRST_NAME |   38R   34W
+ 6322 | INSERTED | VALID LINE |   69R   62W
+ 6323 | INSERTED | VALID LINE |   76R   70W
+ 6324 | INSERTED | VALID LINE |   37R   30W
+ 6325 | INSERTED | VALID LINE |   83R   78W
+ 6326 | INSERTED | VALID LINE |   44R   41W
+ 6327 | INSERTED | VALID LINE |   59R   52W
+ 6328 | INSERTED | VALID LINE |  104R   97W
+ 6329 | INSERTED | VALID LINE |   76R   70W
+ 6330 | INSERTED | VALID LINE |   12R    6W
+ 6331 | INSERTED | VALID LINE |   93R   86W
+ 6332 | INSERTED | VALID LINE |   49R   42W
+ 6333 | INSERTED | VALID LINE |   90R   85W
+ 6334 | INSERTED | MISSING: FIRST_NAME |   65R   61W
+ 6335 | INSERTED | VALID LINE |   83R   81W
+ 6336 | INSERTED | MISSING: BIRTH_DATE |   56R   49W
+ 6337 | INSERTED | VALID LINE |   12R    6W
+ 6338 | INSERTED | VALID LINE |   56R   49W
+ 6339 | INSERTED | VALID LINE |   36R   31W
+ 6340 | INSERTED | VALID LINE |   66R   60W
+ 6341 | INSERTED | VALID LINE |   32R   26W
+ 6342 | INSERTED | VALID LINE |   93R   86W
+ 6343 | INSERTED | VALID LINE |    9R    4W
+ 6344 | INSERTED | VALID LINE |   91R   84W
+ 6345 | INSERTED | MISSING: LAST_NAME |   71R   64W
+ 6346 | INSERTED | VALID LINE |   12R    5W
+ 6347 | INSERTED | VALID LINE |   37R   30W
+ 6348 | INSERTED | VALID LINE |   56R   49W
+ 6349 | INSERTED | VALID LINE |   12R    5W
+ 6350 | INSERTED | VALID LINE |   53R   47W
+ 6351 | INSERTED | MISSING: FIRST_NAME |   39R   32W
+ 6352 | INSERTED | VALID LINE |   64R   57W
+ 6353 | INSERTED | MISSING: LAST_NAME |   51R   44W
+ 6354 | INSERTED | VALID LINE |  105R  101W
+ 6355 | INSERTED | VALID LINE |   73R   67W
+ 6356 | INSERTED | MISSING: BIRTH_DATE |   17R   14W
+ 6357 | INSERTED | VALID LINE |   43R   38W
+ 6358 | INSERTED | VALID LINE |   78R   71W
+ 6359 | INSERTED | VALID LINE |   86R   80W
+ 6360 | INSERTED | VALID LINE |   93R   86W
+ 6361 | INSERTED | VALID LINE |   96R   90W
+ 6362 | INSERTED | VALID LINE |   44R   37W
+ 6363 | INSERTED | VALID LINE |   76R   70W
+ 6364 | INSERTED | MISSING: BIRTH_DATE |   15R    8W
+ 6365 | INSERTED | VALID LINE |   44R   37W
+ 6366 | INSERTED | VALID LINE |   43R   35W
+ 6367 | INSERTED | VALID LINE |  103R   97W
+ 6368 | INSERTED | VALID LINE |   96R   90W
+ 6369 | INSERTED | MISSING: FIRST_NAME |   29R   23W
+ 6370 | INSERTED | VALID LINE |   86R   80W
+ 6371 | INSERTED | VALID LINE |   63R   58W
+ 6372 | INSERTED | VALID LINE |   89R   82W
+ 6373 | INSERTED | MISSING: BIRTH_CITY |   78R   71W
+ 6374 | INSERTED | VALID LINE |   66R   59W
+ 6375 | INSERTED | VALID LINE |   66R   59W
+ 6376 | INSERTED | MISSING: BIRTH_DATE |   44R   41W
+ 6377 | INSERTED | VALID LINE |   80R   74W
+ 6378 | INSERTED | VALID LINE |   52R   48W
+ 6379 | INSERTED | VALID LINE |   15R    8W
+ 6380 | INSERTED | VALID LINE |   98R   91W
+ 6381 | INSERTED | MISSING: FIRST_NAME |   35R   29W
+ 6382 | INSERTED | MISSING: BIRTH_DATE |   29R   22W
+ 6383 | INSERTED | VALID LINE |  110R  103W
+ 6384 | INSERTED | VALID LINE |   39R   32W
+ 6385 | INSERTED | MISSING: FIRST_NAME |    9R    4W
+ 6386 | INSERTED | VALID LINE |   56R   50W
+ 6387 | INSERTED | VALID LINE |   66R   60W
+ 6388 | INSERTED | VALID LINE |   39R   33W
+ 6389 | INSERTED | VALID LINE |   73R   67W
+ 6390 | INSERTED | VALID LINE |   98R   95W
+ 6391 | INSERTED | VALID LINE |   39R   32W
+ 6392 | INSERTED | VALID LINE |   71R   68W
+ 6393 | INSERTED | VALID LINE |   93R   86W
+ 6394 | INSERTED | MISSING: FIRST_NAME |   65R   61W
+ 6395 | INSERTED | VALID LINE |   59R   52W
+ 6396 | INSERTED | VALID LINE |   49R   43W
+ 6397 | INSERTED | VALID LINE |   15R    8W
+ 6398 | INSERTED | VALID LINE |  107R  100W
+ 6399 | INSERTED | VALID LINE |   90R   85W
+ 6400 | INSERTED | VALID LINE |   39R   32W
+ 6401 | INSERTED | VALID LINE |   62R   55W
+ 6402 | INSERTED | VALID LINE |   76R   69W
+ 6403 | INSERTED | VALID LINE |   49R   43W
+ 6404 | INSERTED | VALID LINE |  100R   94W
+ 6405 | INSERTED | VALID LINE |   10R    3W
+ 6406 | INSERTED | VALID LINE |    9R    4W
+ 6407 | INSERTED | VALID LINE |  105R   97W
+ 6408 | INSERTED | VALID LINE |   71R   64W
+ 6409 | INSERTED | VALID LINE |  103R   96W
+ 6410 | INSERTED | VALID LINE |   55R   54W
+ 6411 | INSERTED | VALID LINE |   49R   43W
+ 6412 | INSERTED | VALID LINE |   98R   95W
+ 6413 | INSERTED | MISSING: LAST_NAME |   49R   42W
+ 6414 | INSERTED | MISSING: BIRTH_DATE |  110R  105W
+ 6415 | INSERTED | VALID LINE |   42R   36W
+ 6416 | INSERTED | MISSING: LAST_NAME BIRTH_DATE |   89R   83W
+ 6417 | INSERTED | VALID LINE |   65R   61W
+ 6418 | INSERTED | VALID LINE |   36R   31W
+ 6419 | INSERTED | VALID LINE |  100R   93W
+ 6420 | INSERTED | VALID LINE |  113R  107W
+ 6421 | INSERTED | VALID LINE |   49R   43W
+ 6422 | INSERTED | VALID LINE |   87R   80W
+ 6423 | INSERTED | MISSING: BIRTH_DATE |  114R  108W
+ 6424 | INSERTED | MISSING: BIRTH_CITY |   71R   66W
+ 6425 | INSERTED | MISSING: BIRTH_DATE |  114R  108W
+ 6426 | INSERTED | MISSING: BIRTH_DATE |  106R   99W
+ 6427 | INSERTED | VALID LINE |   77R   71W
+ 6428 | INSERTED | VALID LINE |  105R  100W
+ 6429 | INSERTED | VALID LINE |   57R   52W
+ 6430 | INSERTED | VALID LINE |   24R   17W
+ 6431 | INSERTED | VALID LINE |   94R   87W
+ 6432 | INSERTED | VALID LINE |  106R   99W
+ 6433 | INSERTED | VALID LINE |   16R   11W
+ 6434 | INSERTED | VALID LINE |   71R   66W
+ 6435 | INSERTED | VALID LINE |   25R   21W
+ 6436 | INSERTED | VALID LINE |   45R   42W
+ 6437 | INSERTED | VALID LINE |   26R   20W
+ 6438 | INSERTED | VALID LINE |   84R   82W
+ 6439 | INSERTED | VALID LINE |  114R  108W
+ 6440 | INSERTED | VALID LINE |   97R   90W
+ 6441 | INSERTED | VALID LINE |  101R   95W
+ 6442 | INSERTED | VALID LINE |   72R   69W
+ 6443 | INSERTED | VALID LINE |   51R   46W
+ 6444 | INSERTED | VALID LINE |   84R   77W
+ 6445 | INSERTED | VALID LINE |   33R   27W
+ 6446 | INSERTED | VALID LINE |   67R   61W
+ 6447 | INSERTED | VALID LINE |   33R   26W
+ 6448 | INSERTED | VALID LINE |   96R   88W
+ 6449 | INSERTED | MISSING: BIRTH_CITY |   11R    7W
+ 6450 | INSERTED | VALID LINE |   57R   51W
+ 6451 | INSERTED | VALID LINE |   40R   33W
+ 6452 | INSERTED | MISSING: BIRTH_DATE |   70R   64W
+ 6453 | INSERTED | VALID LINE |  108R  102W
+ 6454 | INSERTED | MISSING: LAST_NAME |   33R   27W
+ 6455 | INSERTED | MISSING: FIRST_NAME |   11R    7W
+ 6456 | INSERTED | VALID LINE |   10R    3W
+ 6457 | INSERTED | MISSING: LAST_NAME |   90R   83W
+ 6458 | INSERTED | VALID LINE |   12R    6W
+ 6459 | INSERTED | VALID LINE |   51R   46W
+ 6460 | INSERTED | VALID LINE |  104R   98W
+ 6461 | INSERTED | MISSING: BIRTH_CITY |   15R    8W
+ 6462 | INSERTED | VALID LINE |  111R  104W
+ 6463 | INSERTED | VALID LINE |   63R   57W
+ 6464 | INSERTED | VALID LINE |   15R    9W
+ 6465 | INSERTED | VALID LINE |   99R   96W
+ 6466 | INSERTED | VALID LINE |   97R   91W
+ 6467 | INSERTED | MISSING: LAST_NAME |    9R    4W
+ 6468 | INSERTED | VALID LINE |   53R   49W
+ 6469 | INSERTED | VALID LINE |   66R   62W
+ 6470 | INSERTED | VALID LINE |    8R    2W
+ 6471 | INSERTED | VALID LINE |   22R   16W
+ 6472 | INSERTED | VALID LINE |   72R   69W
+ 6473 | INSERTED | MISSING: FIRST_NAME |  111R  105W
+ 6474 | INSERTED | VALID LINE |   17R    9W
+ 6475 | INSERTED | VALID LINE |   81R   74W
+ 6476 | INSERTED | VALID LINE |   36R   29W
+ 6477 | INSERTED | MISSING: BIRTH_DATE |   92R   85W
+ 6478 | INSERTED | VALID LINE |   47R   41W
+ 6479 | INSERTED | VALID LINE |   78R   73W
+ 6480 | INSERTED | VALID LINE |  105R  100W
+ 6481 | INSERTED | VALID LINE |   81R   76W
+ 6482 | INSERTED | VALID LINE |   33R   27W
+ 6483 | INSERTED | VALID LINE |   98R   91W
+ 6484 | INSERTED | VALID LINE |   53R   49W
+ 6485 | INSERTED | VALID LINE |   40R   34W
+ 6486 | INSERTED | VALID LINE |  109R  103W
+ 6487 | INSERTED | VALID LINE |   91R   85W
+ 6488 | INSERTED | MISSING: BIRTH_DATE |   57R   52W
+ 6489 | INSERTED | VALID LINE |   11R    7W
+ 6490 | INSERTED | VALID LINE |   77R   70W
+ 6491 | INSERTED | VALID LINE |   99R   94W
+ 6492 | INSERTED | VALID LINE |   38R   31W
+ 6493 | INSERTED | VALID LINE |   98R   91W
+ 6494 | INSERTED | VALID LINE |  102R   96W
+ 6495 | INSERTED | VALID LINE |   51R   46W
+ 6496 | INSERTED | VALID LINE |   67R   61W
+ 6497 | INSERTED | VALID LINE |   15R    8W
+ 6498 | INSERTED | VALID LINE |   81R   75W
+ 6499 | INSERTED | VALID LINE |  100R   93W
+ 6500 | INSERTED | VALID LINE |   10R    3W
+ 6501 | INSERTED | VALID LINE |   77R   70W
+ 6502 | INSERTED | VALID LINE |   53R   49W
+ 6503 | INSERTED | VALID LINE |   19R   12W
+ 6504 | INSERTED | VALID LINE |   57R   51W
+ 6505 | INSERTED | VALID LINE |   57R   52W
+ 6506 | INSERTED | MISSING: FIRST_NAME |   12R    5W
+ 6507 | INSERTED | VALID LINE |   60R   54W
+ 6508 | INSERTED | MISSING: LAST_NAME |   29R   23W
+ 6509 | INSERTED | MISSING: LAST_NAME |  109R  103W
+ 6510 | INSERTED | VALID LINE |   51R   46W
+ 6511 | INSERTED | VALID LINE |   36R   30W
+ 6512 | INSERTED | MISSING: BIRTH_DATE |  102R   96W
+ 6513 | INSERTED | VALID LINE |   52R   45W
+ 6514 | INSERTED | VALID LINE |   60R   54W
+ 6515 | INSERTED | VALID LINE |   51R   46W
+ 6516 | INSERTED | VALID LINE |   60R   53W
+ 6517 | INSERTED | VALID LINE |  105R   99W
+ 6518 | INSERTED | VALID LINE |   77R   71W
+ 6519 | INSERTED | VALID LINE |   30R   28W
+ 6520 | INSERTED | VALID LINE |   85R   83W
+ 6521 | INSERTED | VALID LINE |   47R   40W
+ 6522 | INSERTED | VALID LINE |  109R  102W
+ 6523 | INSERTED | VALID LINE |   38R   31W
+ 6524 | INSERTED | MISSING: BIRTH_DATE |  107R  100W
+ 6525 | INSERTED | VALID LINE |  105R   98W
+ 6526 | INSERTED | VALID LINE |  115R  108W
+ 6527 | INSERTED | VALID LINE |   22R   15W
+ 6528 | INSERTED | VALID LINE |   12R    6W
+ 6529 | INSERTED | MISSING: FIRST_NAME |   84R   77W
+ 6530 | INSERTED | VALID LINE |    8R    1W
+ 6531 | INSERTED | VALID LINE |   43R   36W
+ 6532 | INSERTED | VALID LINE |   67R   61W
+ 6533 | INSERTED | VALID LINE |   29R   22W
+ 6534 | INSERTED | VALID LINE |   91R   84W
+ 6535 | INSERTED | VALID LINE |   43R   36W
+ 6536 | INSERTED | VALID LINE |   22R   16W
+ 6537 | INSERTED | VALID LINE |   60R   54W
+ 6538 | INSERTED | VALID LINE |   88R   82W
+ 6539 | INSERTED | VALID LINE |   22R   16W
+ 6540 | INSERTED | VALID LINE |   39R   35W
+ 6541 | INSERTED | VALID LINE |   70R   65W
+ 6542 | INSERTED | VALID LINE |   78R   71W
+ 6543 | INSERTED | VALID LINE |   30R   25W
+ 6544 | INSERTED | VALID LINE |   51R   46W
+ 6545 | INSERTED | VALID LINE |   99R   92W
+ 6546 | INSERTED | VALID LINE |   89R   82W
+ 6547 | INSERTED | VALID LINE |   43R   37W
+ 6548 | INSERTED | VALID LINE |   40R   33W
+ 6549 | INSERTED | VALID LINE |   40R   34W
+ 6550 | INSERTED | VALID LINE |   95R   91W
+ 6551 | INSERTED | VALID LINE |   92R   85W
+ 6552 | INSERTED | VALID LINE |   80R   73W
+ 6553 | INSERTED | VALID LINE |  103R   96W
+ 6554 | INSERTED | VALID LINE |   73R   70W
+ 6555 | INSERTED | VALID LINE |   37R   32W
+ 6556 | INSERTED | VALID LINE |    9R    4W
+ 6557 | INSERTED | VALID LINE |   75R   69W
+ 6558 | INSERTED | MISSING: BIRTH_DATE |   99R   93W
+ 6559 | INSERTED | VALID LINE |   78R   72W
+ 6560 | INSERTED | VALID LINE |   57R   51W
+ 6561 | INSERTED | VALID LINE |   94R   87W
+ 6562 | INSERTED | VALID LINE |   45R   38W
+ 6563 | INSERTED | VALID LINE |   86R   84W
+ 6564 | INSERTED | VALID LINE |   78R   72W
+ 6565 | INSERTED | VALID LINE |    9R    4W
+ 6566 | INSERTED | MISSING: BIRTH_DATE |  116R  110W
+ 6567 | INSERTED | VALID LINE |   89R   82W
+ 6568 | INSERTED | VALID LINE |   33R   26W
+ 6569 | INSERTED | VALID LINE |   81R   77W
+ 6570 | INSERTED | VALID LINE |   80R   73W
+ 6571 | INSERTED | MISSING: BIRTH_DATE |  113R  108W
+ 6572 | INSERTED | VALID LINE |  108R  101W
+ 6573 | INSERTED | VALID LINE |   57R   56W
+ 6574 | INSERTED | MISSING: BIRTH_DATE |   30R   28W
+ 6575 | INSERTED | VALID LINE |   99R   93W
+ 6576 | INSERTED | VALID LINE |   73R   66W
+ 6577 | INSERTED | VALID LINE |  107R  102W
+ 6578 | INSERTED | MISSING: LAST_NAME |   75R   68W
+ 6579 | INSERTED | VALID LINE |   73R   70W
+ 6580 | INSERTED | VALID LINE |   92R   86W
+ 6581 | INSERTED | VALID LINE |    8R    1W
+ 6582 | INSERTED | VALID LINE |   44R   39W
+ 6583 | INSERTED | VALID LINE |   93R   88W
+ 6584 | INSERTED | VALID LINE |   12R    5W
+ 6585 | INSERTED | VALID LINE |   26R   19W
+ 6586 | INSERTED | VALID LINE |   96R   89W
+ 6587 | INSERTED | VALID LINE |   73R   70W
+ 6588 | INSERTED | VALID LINE |  116R  110W
+ 6589 | INSERTED | VALID LINE |    8R    1W
+ 6590 | INSERTED | VALID LINE |   89R   83W
+ 6591 | INSERTED | VALID LINE |  108R  101W
+ 6592 | INSERTED | VALID LINE |   89R   82W
+ 6593 | INSERTED | VALID LINE |   82R   76W
